epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2778.58,0.71074,0.46753,1.13651,0.87397,0.91703,0.93591,0.77459,0.71967,0.4619,1.20524,0.000291789,0.000291789,0.000291789
26,2888.88,0.71644,0.46435,1.13508,0.89995,0.93611,0.943,0.77815,0.72031,0.45191,1.20979,0.00028078,0.00028078,0.00028078
27,2998.42,0.71453,0.47016,1.13903,0.89223,0.92575,0.93996,0.77554,0.72076,0.46199,1.18205,0.000269771,0.000269771,0.000269771
28,3107.35,0.69965,0.44791,1.11738,0.89354,0.90604,0.93906,0.77295,0.72938,0.46956,1.20212,0.000258762,0.000258762,0.000258762
29,3216.72,0.69875,0.44348,1.12247,0.87451,0.91542,0.93701,0.77203,0.7261,0.46279,1.21593,0.000247754,0.000247754,0.000247754
30,3325.65,0.68668,0.42829,1.1258,0.87638,0.90925,0.94241,0.78188,0.72436,0.4753,1.21104,0.000236745,0.000236745,0.000236745
31,3435.34,0.69251,0.43654,1.12589,0.87631,0.91688,0.93608,0.77419,0.71817,0.47528,1.19328,0.000225736,0.000225736,0.000225736
32,3545.07,0.67991,0.42405,1.11605,0.89068,0.90753,0.92836,0.77093,0.72559,0.49543,1.19921,0.000214727,0.000214727,0.000214727
33,3653.99,0.67697,0.41033,1.10719,0.87615,0.91533,0.93168,0.77234,0.7282,0.48223,1.19597,0.000203718,0.000203718,0.000203718
34,3763.46,0.66037,0.40464,1.10299,0.89383,0.92644,0.94323,0.78546,0.71794,0.45365,1.21955,0.00019271,0.00019271,0.00019271
35,3872.5,0.65132,0.39172,1.10616,0.89444,0.92737,0.93485,0.77334,0.73086,0.47461,1.22441,0.000181701,0.000181701,0.000181701
36,3981.65,0.65868,0.38697,1.10579,0.89828,0.91739,0.9308,0.77534,0.72256,0.48402,1.21271,0.000170692,0.000170692,0.000170692
37,4090.3,0.64398,0.39117,1.08834,0.88443,0.89987,0.92584,0.76367,0.72511,0.4998,1.20969,0.000159683,0.000159683,0.000159683
38,4199.63,0.64119,0.38381,1.0901,0.903,0.9117,0.93887,0.77504,0.72639,0.45001,1.21697,0.000148674,0.000148674,0.000148674
39,4308.15,0.63157,0.36904,1.0824,0.90325,0.91187,0.94105,0.78518,0.72729,0.46436,1.21866,0.000137666,0.000137666,0.000137666
40,4417.31,0.62402,0.36454,1.08265,0.8921,0.89873,0.93496,0.77211,0.7366,0.48326,1.22397,0.000126657,0.000126657,0.000126657
41,4526.55,0.52399,0.27135,1.01174,0.89922,0.90497,0.93143,0.77309,0.73542,0.4932,1.23377,0.000115648,0.000115648,0.000115648
42,4635.26,0.50698,0.25891,0.99761,0.88497,0.89621,0.92732,0.77114,0.73548,0.49814,1.23717,0.000104639,0.000104639,0.000104639
43,4743.16,0.50059,0.24942,0.99415,0.88475,0.91351,0.93251,0.77336,0.7306,0.4891,1.23609,9.36304e-05,9.36304e-05,9.36304e-05
44,4851.46,0.49489,0.24107,0.99313,0.9047,0.90896,0.93194,0.77366,0.73542,0.47201,1.22703,8.26216e-05,8.26216e-05,8.26216e-05
45,4959.91,0.48543,0.23412,0.9859,0.88946,0.90432,0.92542,0.76987,0.7291,0.492,1.22635,7.16128e-05,7.16128e-05,7.16128e-05
46,5068.81,0.47198,0.23034,0.97626,0.90007,0.89472,0.92888,0.77023,0.74866,0.49199,1.24764,6.0604e-05,6.0604e-05,6.0604e-05
47,5176.38,0.46745,0.22883,0.97715,0.89287,0.9105,0.92884,0.76887,0.7443,0.48727,1.25175,4.95952e-05,4.95952e-05,4.95952e-05
48,5284.81,0.45872,0.22083,0.96516,0.89376,0.90055,0.92551,0.76875,0.73961,0.49581,1.25338,3.85864e-05,3.85864e-05,3.85864e-05
49,5392.85,0.4502,0.21633,0.96101,0.89185,0.90995,0.92841,0.77158,0.74256,0.49077,1.25201,2.75776e-05,2.75776e-05,2.75776e-05
50,5501.24,0.44824,0.21413,0.95572,0.88993,0.91202,0.92856,0.77232,0.73691,0.49479,1.25236,1.65688e-05,1.65688e-05,1.65688e-05
